-6.0 (0.9999999999998973+0.24414062499999933j)
-5.9 (-1.2487412776202675-0.17322947386523901j)
-5.800000000000001 (1.104605280249388+0.10971282661516224j)
-5.700000000000001 (-1.0720688221210122-0.5656952050363041j)
-5.600000000000001 (-0.2104763966857014-0.09132392789615285j)
-5.500000000000002 (0.9488943713144854-0.00836993457167073j)
-5.400000000000002 (-1.4625014112571768-0.00904365445061206j)
-5.3000000000000025 (1.8448511917351889+0.05367792371889146j)
-5.200000000000003 (-1.14310692271404+0.39494700300429786j)
-5.100000000000003 (-0.1733569241862506-0.2477621435197156j)
-5.0000000000000036 (0.9573221298717955+0.23716263192361287j)
-4.900000000000004 (-1.8931013938930614+0.28557503185958466j)
-4.800000000000004 (1.6679811547984456-0.004321061979408403j)
-4.700000000000005 (-1.3669519997090294+0.4870950326337474j)
-4.600000000000005 (-0.10076354157231637-0.3442967558306639j)
-4.500000000000005 (1.0784600006060276+0.07238689862468636j)
-4.400000000000006 (-2.0396252908745254+0.17648001953661124j)
-4.300000000000006 (2.1630625950816267-0.04854488230701448j)
-4.200000000000006 (-1.728038611278523+0.2209712300570632j)
-4.100000000000007 (0.766047354529717-0.05441662230878819j)
-4.0 (1.115234374999953+0.4600759957604838j)
-3.9 (-1.8637091955284624+0.12823112734979714j)
-3.8 (2.3382673349016563+0.16122573943745733j)
-3.6999999999999997 (-2.1739836830464307-0.12074796448410241j)
-3.5999999999999996 (0.8844743953190914-0.23696152398974035j)
-3.4999999999999996 (0.9521715228078519-0.12115767272660806j)
-3.3999999999999995 (-2.7417044195937916+0.006290230572316258j)
-3.2999999999999994 (3.6925216850030727+0.022920064139927976j)
-3.1999999999999993 (-3.29538313043819-0.0904454632783156j)
-3.099999999999999 (1.5291479053019756+0.14544491579622054j)
-2.999999999999999 (1.082210709164008-0.3880899534126952j)
-2.899999999999999 (-3.650804210073665-0.4858730373438238j)
-2.799999999999999 (5.094121596186898+0.2558225838702447j)
-2.699999999999999 (-5.641010524240195+0.020670947486844615j)
-2.5999999999999988 (3.5374228267067465+0.11400166318207172j)
-2.4999999999999987 (1.2140720421198519+0.3385685061811569j)
-2.3999999999999986 (-7.0042699961725+0.08055319552499807j)
-2.2999999999999985 (13.372927876411332+0.48829388786794037j)
-2.1999999999999984 (-18.748824145471268+0.23229555405925384j)
-2.0999999999999983 (21.97513146717649+0.47205263142159204j)
-2.0 (97.06510601640463-0.36720628699850355j)
-1.9 (21.135319194563674-0.27068069390125427j)
-1.7999999999999998 (-16.986705944952554+0.4064895054906964j)
-1.6999999999999997 (11.503043165348023-0.3818200910237102j)
-1.5999999999999996 (-5.940249573630455-0.3617791713719085j)
-1.4999999999999996 (1.4265650520019546-0.03356820004420455j)
-1.3999999999999995 (2.3657804372400486-0.22945303191030686j)
-1.2999999999999994 (-3.7595238899794468+0.24809860345240464j)
-1.1999999999999993 (3.8946152768499567-0.18801724469410375j)
-1.0999999999999992 (-2.4967626064239408+0.21367457194437967j)
-0.9999999999999991 (1.3934855728345863-0.08526985170640915j)
-0.899999999999999 (0.4088486550413766+0.23817192943233123j)
-0.7999999999999989 (-1.681204311120317-0.1819353072349763j)
-0.6999999999999988 (1.872056351227719+0.10419039796423546j)
-0.5999999999999988 (-1.3065053139506797+0.5266682544999003j)
-0.49999999999999867 (1.4318700286447934-0.5404330896939861j)
-0.3999999999999986 (-0.14798201240166586-0.13992671398587886j)
-0.2999999999999985 (-0.5993744032763537-0.0588312029059922j)
-0.1999999999999984 (0.3784274932825501-0.06619298928355455j)
-0.09999999999999831 (-0.8165454468420575+0.43674071618778487j)
0.0 (0.837890625+0j)
0.1 (-0.8945207935110492+0.03093166369509659j)
0.2 (0.46261286170748683+0.10605023338382447j)
0.30000000000000004 (-0.9125526722569401+0.0834784324984843j)
0.4 (-0.20861308251912558-0.03559368776253524j)
0.5 (1.1454273262538748+0.1394792332582728j)
