-6.0 (0.7773437500001149+0.33203125000000333j)
-5.9 (-1.4363594289482486+0.2746289803595412j)
-5.800000000000001 (1.4145343458158872+0.5673906606640015j)
-5.700000000000001 (-0.8797477944589644-0.12880386724856752j)
-5.600000000000001 (0.07979599805619608-0.08223614026333692j)
-5.500000000000002 (0.7846323697065294+0.39527270503624695j)
-5.400000000000002 (-1.2125872061965461-0.4494137353155976j)
-5.3000000000000025 (1.759009051532085-0.2505769613346761j)
-5.200000000000003 (-1.140662105286244+0.10158437326556191j)
-5.100000000000003 (0.027297902736580726-0.1860275238093907j)
-5.0 (1.1114602848794728-0.06511543568303856j)
-4.9 (-1.839128073572283-0.2558819268479209j)
-4.800000000000001 (1.6282863785839008-0.2222827706574273j)
-4.700000000000001 (-1.3401102554867452-0.14874379132766513j)
-4.600000000000001 (0.28585792070989946-0.23027405156556557j)
-4.500000000000002 (1.1198161813398149-0.14584334741913232j)
-4.400000000000002 (-1.3410798017060452-0.2563054386237148j)
-4.3000000000000025 (1.6460683175674986+0.1236470715299216j)
-4.200000000000003 (-1.1334391401103292+0.04047358333385409j)
-4.100000000000003 (0.394112205367972-0.028281713444440082j)
-4.0 (1.0703124999999958+0.04397785253592582j)
-3.9 (-1.9183102055287726+0.00290568544763814j)
-3.8 (2.1669267679947666+0.2936256625155059j)
-3.6999999999999997 (-1.7020898505586177+0.08289106356486287j)
-3.5999999999999996 (0.36530322949696736+0.059059866752070644j)
-3.4999999999999996 (1.2661959746046791+0.5035532676060315j)
-3.3999999999999995 (-2.175683908313323+0.025267716094663162j)
-3.2999999999999994 (2.220316452151113-0.0469023233218423j)
-3.1999999999999993 (-2.0130454425907263-0.3562776366114697j)
-3.099999999999999 (0.9189412098016616-0.06337710714222722j)
-3.0 (0.7078907802273376-0.13000970929190553j)
-2.9 (-2.312633661037899+0.10538500681822627j)
-2.8 (3.127275378247025+0.34035406582472305j)
-2.6999999999999997 (-2.619455813189054+0.12663059367145735j)
-2.5999999999999996 (1.3863641349275548-0.11094023031613442j)
-2.4999999999999996 (1.1717019250188812+0.2396207577379562j)
-2.3999999999999995 (-2.87810232535507+0.4128595392134887j)
-2.2999999999999994 (3.844212874665328+0.5534080382277049j)
-2.1999999999999993 (-3.760342338847657+0.27701714007035605j)
-2.099999999999999 (1.6833369355142684+0.18480634117129358j)
-2.0 (1.3559531654236268+0.007424355838325308j)
-1.9 (-4.0554938652863015-0.0359639556877831j)
-1.7999999999999998 (5.738493847575713+0.1816546082473819j)
-1.6999999999999997 (-6.188607749275208-0.20879618889062446j)
-1.5999999999999996 (3.9089223737785934+0.286631762578194j)
-1.4999999999999996 (1.0684630627438048+0.16244397363087812j)
-1.3999999999999995 (-7.5808263060151875-0.3938901263623571j)
-1.2999999999999994 (14.07904529667741-0.08562033657008539j)
-1.1999999999999993 (-19.246277287702416-0.01278919467837114j)
-1.0999999999999992 (22.813069051196752-0.05460710708597705j)
-1.0 (96.8681415231911-0.0709296596685053j)
-0.9 (20.052255734390005-0.1556402095885846j)
-0.8 (-15.874993700149789-0.1522629441155262j)
-0.7000000000000001 (10.345647052353694+0.03546457192010455j)
-0.6000000000000001 (-5.1288025365735255+0.09344063502785782j)
-0.5000000000000001 (0.9684556588428392-0.17189207703653497j)
-0.40000000000000013 (1.1489202076818175+2.5143526097060054e-05j)
-0.30000000000000016 (-2.018554451690892+0.010266119659979145j)
-0.20000000000000018 (1.2066580958448252+0.04744341809267416j)
-0.1000000000000002 (-1.0084653549251508-0.6394398961134683j)
0.0 (1.111328125+0j)
0.1 (-1.480569049576777+0.4537668852642448j)
0.2 (1.9844275434302956+0.28946401690157675j)
0.30000000000000004 (-1.6522465702454876-0.07413921345698327j)
0.4 (1.7198993224568448+0.356673018330515j)
0.5 (1.2545894360459395-0.05426347406565076j)
0.6000000000000001 (-5.100819878470109+0.1654754759998719j)
0.7000000000000001 (10.270698700984852-0.006294885576370479j)
0.8 (-15.908123009975403+0.2966724492438859j)
0.9 (20.18947816589779+0.10780570564278125j)
1.0 (97.07684171388028+0.2130476823517193j)
1.1 (22.856643504128446+0.10515827837918867j)
1.2000000000000002 (-19.707895008146235-0.2192792271089471j)
1.3000000000000003 (14.352908391189956-0.3038042808828916j)
1.4000000000000004 (-7.173389084228128-0.12422576194462376j)
1.5000000000000004 (1.007986770471754-0.022856835464683783j)
1.6000000000000005 (4.103598974160959-0.05260352560369308j)
1.7000000000000006 (-6.143710696690028+0.04586885890673942j)
1.8000000000000007 (5.678806138127563-0.18150394975649076j)
1.9000000000000008 (-3.884603965852326-0.1431986888691535j)
2.0 (1.1461475578727254-0.29872043697006123j)
2.1 (1.604709906727762+0.2776567561794231j)
2.2 (-3.6646946673355965+0.14102990391609116j)
2.3000000000000003 (4.222070896320739+0.4031184191004651j)
2.4000000000000004 (-3.3690846021141447-0.007223095583807626j)
2.5000000000000004 (1.280701685274115-0.37708577323726544j)
2.6000000000000005 (1.2241881775045844+0.16065119931061644j)
2.7000000000000006 (-2.913441461897609+0.030010863632640605j)
2.8000000000000007 (3.032092255410365-0.3102947846746641j)
2.900000000000001 (-2.5735799941098327-0.10136942966569251j)
3.0 (0.8581495761757778-0.06601365209613713j)
3.1 (0.7405727262415072+0.23623644654237586j)
3.2 (-1.933970904596226+0.27039387139567017j)
3.3000000000000003 (2.7050018395962403+0.1844890952230933j)
3.4000000000000004 (-2.1235187776929028-0.19116452253041066j)
3.5000000000000004 (1.032994312054709-0.20531021293240892j)
3.6000000000000005 (0.5366471438932878-0.47684182290401855j)
3.7000000000000006 (-1.3534050843065326-0.011951634847580106j)
3.8000000000000007 (2.134095060596996+0.16082383331023975j)
3.900000000000001 (-1.8064385922211956+0.35655191278680887j)
4.0 (0.8193359374999911+0.09303007267215799j)
4.1 (0.3983383518234317+0.19591695562904055j)
4.199999999999999 (-1.6057460783544517+0.13726674951199258j)
4.299999999999999 (1.4957368003905083-0.040240450441864084j)
4.399999999999999 (-1.8715925104803723+0.2448301126413882j)
4.499999999999998 (1.4428822627734825+0.18889952471277563j)
4.599999999999998 (0.05762094773796411+0.19623973125730232j)
4.6999999999999975 (-1.2500768341387196+0.1309090433638822j)
4.799999999999997 (1.6946125120555897+0.017658774946618938j)
4.899999999999997 (-1.6093622062239041-0.20357329415577607j)
5.0 (1.2980550008047653+0.06390707802302485j)
5.1 (-0.00861910455981163+0.05854003129967389j)
5.199999999999999 (-0.8850984286477908+0.14660842662552265j)
5.299999999999999 (1.480003494671964+0.33435947680223976j)
5.399999999999999 (-1.439271286047339+0.2856262897075924j)
5.499999999999998 (0.5347917807586478+0.29006989026005575j)
5.599999999999998 (-0.06015892526612854+0.12261416149158944j)
5.6999999999999975 (-0.9336780710620595+0.22723242863158755j)
5.799999999999997 (1.3517812180222997+0.1046113185127735j)
5.899999999999997 (-1.5191768571609126-0.19212327079746971j)
5.9999999999999964 (1.1777343749998577+0.4023437500000083j)
